BUILDINGNU,BUILDINGST,DIAMETER,SPECIES,BOROUGH,ZIPCODE
55,WEST   26 STREET,4,GLTR,Manhattan,10010
55,WEST   26 STREET,5,GLTR,Manhattan,10010
16,WEST   26 STREET,4,UNK,Manhattan,10010
16,WEST   26 STREET,7,UNK,Manhattan,10010
16,WEST   26 STREET,0,UNK,Manhattan,10010
141,WEST   26 STREET,3,GLTR,Manhattan,10001
141,WEST   26 STREET,3,GLTR,Manhattan,10001
65,EAST   55 STREET,5,GLTR,Manhattan,10022
65,EAST   55 STREET,7,GLTR,Manhattan,10022
65,EAST   55 STREET,6,GLTR,Manhattan,10022
65,EAST   55 STREET,6,GLTR,Manhattan,10022
65,EAST   55 STREET,5,GLTR,Manhattan,10022
65,EAST   55 STREET,6,GLTR,Manhattan,10022
65,EAST   55 STREET,7,GLTR,Manhattan,10022
65,EAST   55 STREET,8,GLTR,Manhattan,10022
65,EAST   55 STREET,7,GLTR,Manhattan,10022
65,EAST   55 STREET,8,GLTR,Manhattan,10022
65,EAST   55 STREET,8,GLTR,Manhattan,10022
864,8 AVENUE,5,GLTR,Manhattan,10019
856,8 AVENUE,6,GLTR,Manhattan,10019
36A,EAST   36 STREET,16,PLAC,Manhattan,10016
24,EAST   36 STREET,11,PLAC,Manhattan,10016
26,EAST   36 STREET,14,PLAC,Manhattan,10016
26,EAST   36 STREET,13,PLAC,Manhattan,10016
36,EAST   36 STREET,21,PLAC,Manhattan,10016
36,EAST   36 STREET,15,PLAC,Manhattan,10016
36B,EAST   36 STREET,4,GLTR,Manhattan,10016
37,EAST   36 STREET,6,PYCA,Manhattan,10016
40,PARK AVENUE,6,GLTR,Manhattan,10016
37,EAST   36 STREET,7,TICO,Manhattan,10016
22,EAST   36 STREET,9,QUPH,Manhattan,10016
24,EAST   36 STREET,9,QUPA,Manhattan,10016
26,EAST   36 STREET,13,QUPH,Manhattan,10016
36B,EAST   36 STREET,5,PYCA,Manhattan,10016
36,EAST   36 STREET,10,QUPH,Manhattan,10016
36B,EAST   36 STREET,5,TICO,Manhattan,10016
25,EAST   37 STREET,9,ROPS,Manhattan,10016
29,EAST   37 STREET,12,QUPH,Manhattan,10016
50,PARK AVENUE,6,PYCA,Manhattan,10016
50,PARK AVENUE,10,QUPH,Manhattan,10016
29,EAST   36 STREET,14,PLAC,Manhattan,10016
27,EAST   37 STREET,11,QUPH,Manhattan,10016
50,PARK AVENUE,10,PLAC,Manhattan,10016
50,PARK AVENUE,9,PYCA,Manhattan,10016
29,EAST   36 STREET,18,QUPH,Manhattan,10016
29,EAST   36 STREET,4,TICO,Manhattan,10016
30,EAST   37 STREET,10,QUPH,Manhattan,10016
38,EAST   37 STREET,10,QUPH,Manhattan,10016
38,EAST   37 STREET,11,QUPH,Manhattan,10016
30,EAST   37 STREET,11,QUPH,Manhattan,10016
32,EAST   37 STREET,8,QURU,Manhattan,10016
38,EAST   37 STREET,4,GLTR,Manhattan,10016
237,MADISON AVENUE,5,SYRE,Manhattan,10016
237,MADISON AVENUE,3,SYRE,Manhattan,10016
237,MADISON AVENUE,8,SYRE,Manhattan,10016
237,MADISON AVENUE,0,,Manhattan,10016
35,EAST   38 STREET,10,GLTR,Manhattan,10016
35,EAST   38 STREET,3,GLTR,Manhattan,10016
31,EAST   38 STREET,10,GLTR,Manhattan,10016
35,EAST   38 STREET,8,GLTR,Manhattan,10016
70,PARK AVENUE,7,GLTR,Manhattan,10016
22,EAST   38 STREET,2,GLTR,Manhattan,10016
26,EAST   38 STREET,5,ROPS,Manhattan,10016
32,EAST   38 STREET,9,GLTR,Manhattan,10016
64,PARK AVENUE,5,GLTR,Manhattan,10016
70,PARK AVENUE,8,PYCA,Manhattan,10016
24,EAST   38 STREET,1,GLTR,Manhattan,10016
30,EAST   38 STREET,9,GLTR,Manhattan,10016
34,EAST   38 STREET,10,GLTR,Manhattan,10016
66,PARK AVENUE,4,GLTR,Manhattan,10016
265,MADISON AVENUE,5,PYCA,Manhattan,10016
261,MADISON AVENUE,6,PYCA,Manhattan,10016
28,EAST   39 STREET,4,TICO,Manhattan,10016
80,PARK AVENUE,5,QURO,Manhattan,10016
265,MADISON AVENUE,5,PYCA,Manhattan,10016
24,EAST   39 STREET,4,ROPS,Manhattan,10016
32,EAST   39 STREET,6,QURO,Manhattan,10016
80,PARK AVENUE,5,TICO,Manhattan,10016
30,EAST   40 STREET,4,ZESE,Manhattan,10016
80,PARK AVENUE,7,QURO,Manhattan,10016
30,EAST   40 STREET,5,ZESE,Manhattan,10016
90,PARK AVENUE,5,ZESE,Manhattan,10016
90,PARK AVENUE,4,ZESE,Manhattan,10016
90,PARK AVENUE,5,ZESE,Manhattan,10016
275,MADISON AVENUE,4,GLTR,Manhattan,10016
265,MADISON AVENUE,5,GLTR,Manhattan,10016
191,MADISON AVENUE,5,STJA2,Manhattan,10016
20,EAST   35 STREET,4,GLTR,Manhattan,10016
191,MADISON AVENUE,3,,Manhattan,10016
20,EAST   35 STREET,4,GLTR,Manhattan,10016
20,EAST   35 STREET,4,GLTR,Manhattan,10016
28,EAST   35 STREET,7,TICO,Manhattan,10016
40,EAST   35 STREET,9,GLTR,Manhattan,10016
26,EAST   35 STREET,11,PLAC,Manhattan,10016
32,EAST   35 STREET,6,GLTR,Manhattan,10016
40,EAST   35 STREET,7,GLTR,Manhattan,10016
16,PARK AVENUE,2,STJA2,Manhattan,10016
35,EAST   35 STREET,6,PYCA,Manhattan,10016
16,PARK AVENUE,0,,Manhattan,10016
25,EAST   35 STREET,4,PYCA,Manhattan,10016
35,EAST   35 STREET,8,PYCA,Manhattan,10016
35A,EAST   35 STREET,10,PYCA,Manhattan,10016
20,PARK AVENUE,9,PYCA,Manhattan,10016
35,EAST   35 STREET,13,PYCA,Manhattan,10016
35A,EAST   35 STREET,5,STJA2,Manhattan,10016
20,PARK AVENUE,4,PYCA,Manhattan,10016
209,MADISON AVENUE,8,GIBI,Manhattan,10016
209,MADISON AVENUE,8,GIBI,Manhattan,10016
209,MADISON AVENUE,8,GIBI,Manhattan,10016
350,EAST   52 STREET,5,GIBI,Manhattan,10022
350,EAST   52 STREET,5,GIBI,Manhattan,10022
351,EAST   51 STREET,6,PYCA,Manhattan,10022
351,EAST   51 STREET,8,PYCA,Manhattan,10022
351,EAST   51 STREET,6,PYCA,Manhattan,10022
351,EAST   51 STREET,10,PYCA,Manhattan,10022
351,EAST   51 STREET,0,,Manhattan,10022
351,EAST   51 STREET,9,PYCA,Manhattan,10022
155,EAST   31 STREET,11,QUPA,Manhattan,10016
155,EAST   31 STREET,10,QUPA,Manhattan,10016
155,EAST   31 STREET,11,QUPA,Manhattan,10016
151,EAST   31 STREET,8,QUPA,Manhattan,10016
155,EAST   31 STREET,13,QUPA,Manhattan,10016
155,EAST   31 STREET,13,QUPA,Manhattan,10016
155,EAST   31 STREET,10,QUPA,Manhattan,10016
151,EAST   31 STREET,13,QUPA,Manhattan,10016
138,EAST   31 STREET,3,GLTR,Manhattan,10016
160,EAST   32 STREET,10,QUPA,Manhattan,10016
138,EAST   31 STREET,3,GLTR,Manhattan,10016
160,EAST   32 STREET,0,,Manhattan,10016
160,EAST   32 STREET,10,QUPA,Manhattan,10016
160,EAST   32 STREET,10,QUPA,Manhattan,10016
150,EAST   32 STREET,0,,Manhattan,10016
165,EAST   32 STREET,4,PYCA,Manhattan,10016
157,EAST   32 STREET,9,GLTR,Manhattan,10016
153,EAST   32 STREET,4,PYCA,Manhattan,10016
160,EAST   32 STREET,12,QUPA,Manhattan,10016
160,EAST   32 STREET,10,QUPA,Manhattan,10016
150,EAST   32 STREET,9,QUPA,Manhattan,10016
150,EAST   32 STREET,8,QUPA,Manhattan,10016
165,EAST   32 STREET,4,PYCA,Manhattan,10016
157,EAST   32 STREET,6,GLTR,Manhattan,10016
153,EAST   32 STREET,4,PYCA,Manhattan,10016
149,EAST   33 STREET,0,,Manhattan,10016
161,EAST   33 STREET,0,,Manhattan,10016
141,EAST   33 STREET,4,TICO,Manhattan,10016
141,EAST   33 STREET,8,PYCA,Manhattan,10016
156,EAST   33 STREET,10,TICO,Manhattan,10016
142,EAST   33 STREET,3,PR,Manhattan,10016
141,EAST   33 STREET,6,PYCA,Manhattan,10016
160,EAST   33 STREET,14,PYCA,Manhattan,10016
154,EAST   33 STREET,7,PYCA,Manhattan,10016
133,EAST   14 STREET,9,QUAL,Manhattan,10003
133,EAST   14 STREET,8,QUAL,Manhattan,10003
133,EAST   14 STREET,10,QUPA,Manhattan,10003
133,EAST   14 STREET,10,QUPA,Manhattan,10003
133,EAST   14 STREET,9,QUAL,Manhattan,10003
133,EAST   14 STREET,9,QUPA,Manhattan,10003
348,1 AVENUE,4,PYCA,Manhattan,10010
956,1 AVENUE,4,TICO,Manhattan,10022
350,EAST   53 STREET,5,TI,Manhattan,10022
957,1 AVENUE,8,PYCA,Manhattan,10022
947,1 AVENUE,7,PYCA,Manhattan,10022
948,1 AVENUE,3,ZESE,Manhattan,10022
956,1 AVENUE,7,PYCA,Manhattan,10022
956,1 AVENUE,11,PYCA,Manhattan,10022
350,EAST   53 STREET,7,PYCA,Manhattan,10022
953,1 AVENUE,13,PYCA,Manhattan,10022
945,1 AVENUE,2,GIBI,Manhattan,10022
605,EAST   14 STREET,14,GLTR,Manhattan,10009
605,EAST   14 STREET,14,GLTR,Manhattan,10009
605,EAST   14 STREET,21,PLAC,Manhattan,10009
605,EAST   14 STREET,21,PLAC,Manhattan,10009
615,EAST   14 STREET,19,PLAC,Manhattan,10009
625,EAST   14 STREET,10,GLTR,Manhattan,10009
605,EAST   14 STREET,12,GLTR,Manhattan,10009
605,EAST   14 STREET,9,GLTR,Manhattan,10009
615,EAST   14 STREET,10,GLTR,Manhattan,10009
615,EAST   14 STREET,11,GLTR,Manhattan,10009
615,EAST   14 STREET,10,GLTR,Manhattan,10009
625,EAST   14 STREET,7,GLTR,Manhattan,10009
625,EAST   14 STREET,18,PLAC,Manhattan,10009
625,EAST   14 STREET,18,PLAC,Manhattan,10009
625,EAST   14 STREET,11,GLTR,Manhattan,10009
625,EAST   14 STREET,17,PLAC,Manhattan,10009
625,EAST   14 STREET,11,GLTR,Manhattan,10009
629,EAST   14 STREET,15,PLAC,Manhattan,10009
629,EAST   14 STREET,18,PLAC,Manhattan,10009
629,EAST   14 STREET,14,PLAC,Manhattan,10009
635,EAST   14 STREET,14,PLAC,Manhattan,10009
635,EAST   14 STREET,11,GLTR,Manhattan,10009
629,EAST   14 STREET,13,PLAC,Manhattan,10009
635,EAST   14 STREET,16,PLAC,Manhattan,10009
635,EAST   14 STREET,13,GLTR,Manhattan,10009
635,EAST   14 STREET,10,GLTR,Manhattan,10009
645,EAST   14 STREET,17,PLAC,Manhattan,10009
645,EAST   14 STREET,10,GLTR,Manhattan,10009
645,EAST   14 STREET,10,GLTR,Manhattan,10009
645,EAST   14 STREET,11,PLAC,Manhattan,10009
645,EAST   14 STREET,8,GLTR,Manhattan,10009
645,EAST   14 STREET,15,GLTR,Manhattan,10009
645,EAST   14 STREET,11,PLAC,Manhattan,10009
243,3 AVENUE,6,GIBI,Manhattan,10003
145,CENTRAL PARK WEST,7,TICO,Manhattan,10023
145,WEST   74 STREET,7,TICO,Manhattan,10023
145,WEST   74 STREET,6,TICO,Manhattan,10023
145,WEST   74 STREET,6,TICO,Manhattan,10023
11,WEST   74 STREET,6,TICO,Manhattan,10023
15,WEST   74 STREET,5,TIAM,Manhattan,10023
13,WEST   74 STREET,10,PLAC,Manhattan,10023
19,WEST   74 STREET,7,GIBI,Manhattan,10023
23,WEST   74 STREET,8,PLAC,Manhattan,10023
21,WEST   74 STREET,11,PLAC,Manhattan,10023
27,WEST   74 STREET,6,ACSA1,Manhattan,10023
25,WEST   74 STREET,9,GIBI,Manhattan,10023
29,WEST   74 STREET,4,,Manhattan,10023
33,WEST   74 STREET,13,GLTR,Manhattan,10023
37,WEST   74 STREET,7,PYCA,Manhattan,10023
39,WEST   74 STREET,10,PLAC,Manhattan,10023
41,WEST   74 STREET,11,GIBI,Manhattan,10023
49,WEST   74 STREET,7,QUPA,Manhattan,10023
53,WEST   74 STREET,9,TICO,Manhattan,10023
45,WEST   74 STREET,4,,Manhattan,10023
55,WEST   74 STREET,6,STJA2,Manhattan,10023
10,WEST   74 STREET,10,GIBI,Manhattan,10023
10,WEST   74 STREET,10,GLTR,Manhattan,10023
10,WEST   74 STREET,10,GLTR,Manhattan,10023
55,WEST   74 STREET,9,PLAC,Manhattan,10023
20,WEST   74 STREET,5,LIST,Manhattan,10023
24,WEST   74 STREET,11,GIBI,Manhattan,10023
26,WEST   74 STREET,11,GLTR,Manhattan,10023
28,WEST   74 STREET,12,GIBI,Manhattan,10023
30,WEST   74 STREET,13,GIBI,Manhattan,10023
32,WEST   74 STREET,12,PLAC,Manhattan,10023
34,WEST   74 STREET,11,PLAC,Manhattan,10023
38,WEST   74 STREET,10,GIBI,Manhattan,10023
36,WEST   74 STREET,12,PLAC,Manhattan,10023
44,WEST   74 STREET,9,TICO,Manhattan,10023
42,WEST   74 STREET,11,PLAC,Manhattan,10023
46,WEST   74 STREET,8,FRPE,Manhattan,10023
48,WEST   74 STREET,8,GIBI,Manhattan,10023
100,WEST   77 STREET,15,PLAC,Manhattan,10024
100,WEST   77 STREET,8,PYCA,Manhattan,10024
100,WEST   77 STREET,15,PLAC,Manhattan,10024
100,WEST   77 STREET,6,PYCA,Manhattan,10024
100,WEST   77 STREET,8,PYCA,Manhattan,10024
11,RIVERSIDE DRIVE,9,ZESE,Manhattan,10023
11,RIVERSIDE DRIVE,8,ZESE,Manhattan,10023
11,RIVERSIDE DRIVE,20,ULAM,Manhattan,10023
2504,BROADWAY,9,GLTR,Manhattan,10025
201,WEST   93 STREET,6,STJA2,Manhattan,10025
201,WEST   93 STREET,1,STJA2,Manhattan,10025
11,RIVERSIDE DRIVE,8,ZESE,Manhattan,10023
11,RIVERSIDE DRIVE,10,ZESE,Manhattan,10023
2504,BROADWAY,3,GIBI,Manhattan,10025
201,WEST   93 STREET,5,STJA2,Manhattan,10025
201,WEST   93 STREET,3,TICO,Manhattan,10025
212,WEST   93 STREET,9,GIBI,Manhattan,10025
200,WEST   93 STREET,3,TIAM,Manhattan,10025
200,WEST   93 STREET,3,STJA2,Manhattan,10025
201,WEST   93 STREET,9,GIBI,Manhattan,10025
200,WEST   93 STREET,9,GIBI,Manhattan,10025
200,WEST   93 STREET,3,TITO,Manhattan,10025
200,WEST   92 STREET,6,GLTR,Manhattan,10025
202,WEST   92 STREET,7,FRPE,Manhattan,10025
206,WEST   92 STREET,3,QUPA,Manhattan,10025
214,WEST   92 STREET,4,PYCA,Manhattan,10025
214,WEST   92 STREET,4,TITO,Manhattan,10025
200,WEST   92 STREET,7,GLTR,Manhattan,10025
204,WEST   92 STREET,5,GIBI,Manhattan,10025
206,WEST   92 STREET,3,QUAL,Manhattan,10025
214,WEST   92 STREET,3,TITO,Manhattan,10025
201,WEST   92 STREET,4,QUPA,Manhattan,10025
215,WEST   92 STREET,6,QURU,Manhattan,10025
215,WEST   92 STREET,3,MAPU,Manhattan,10025
215,WEST   92 STREET,5,MAPU,Manhattan,10025
201,WEST   92 STREET,16,UNK,Manhattan,10025
215,WEST   92 STREET,6,MAPU,Manhattan,10025
215,WEST   92 STREET,5,MAPU,Manhattan,10025
215,WEST   92 STREET,6,MAPU,Manhattan,10025
201,WEST   91 STREET,11,QUPA,Manhattan,10024
215,WEST   91 STREET,12,QUPA,Manhattan,10024
215,WEST   91 STREET,8,MAPU,Manhattan,10024
630,AMSTERDAM AVENUE,6,STJA2,Manhattan,10024
201,WEST   91 STREET,6,QUPA,Manhattan,10024
205,WEST   91 STREET,14,QUPA,Manhattan,10024
215,WEST   91 STREET,6,MAPU,Manhattan,10024
215,WEST   91 STREET,10,QUPA,Manhattan,10024
630,AMSTERDAM AVENUE,6,STJA2,Manhattan,10024
210,WEST   91 STREET,17,QUPA,Manhattan,10024
212,WEST   91 STREET,10,QUPA,Manhattan,10024
212,WEST   91 STREET,8,QUPA,Manhattan,10024
210,WEST   91 STREET,14,QUPA,Manhattan,10024
210,WEST   91 STREET,12,QUPA,Manhattan,10024
212,WEST   91 STREET,5,QUPA,Manhattan,10024
203,WEST   90 STREET,7,GIBI,Manhattan,10024
203,WEST   90 STREET,7,GLTR,Manhattan,10024
166,WEST   92 STREET,15,MAPU,Manhattan,10025
644,AMSTERDAM AVENUE,8,GLTR,Manhattan,10025
7,WEST   82 STREET,6,CEJA,Manhattan,10024
203,WEST   90 STREET,2,GLTR,Manhattan,10024
166,WEST   92 STREET,12,MAPU,Manhattan,10025
650,AMSTERDAM AVENUE,7,STJA2,Manhattan,10025
652,AMSTERDAM AVENUE,7,GLTR,Manhattan,10025
15,WEST   82 STREET,4,PYCA,Manhattan,10024
23,WEST   82 STREET,4,PYCA,Manhattan,10024
31,WEST   82 STREET,16,PYCA,Manhattan,10024
35,WEST   82 STREET,7,GLTR,Manhattan,10024
19,WEST   82 STREET,13,ULAM,Manhattan,10024
25,WEST   82 STREET,5,TITO,Manhattan,10024
35,WEST   82 STREET,7,GLTR,Manhattan,10024
41,WEST   82 STREET,7,PYCA,Manhattan,10024
53,WEST   82 STREET,6,TITO,Manhattan,10024
59,WEST   82 STREET,8,GIBI,Manhattan,10024
73,WEST   82 STREET,10,PLAC,Manhattan,10024
107,WEST   82 STREET,16,STJA2,Manhattan,10024
41,WEST   82 STREET,8,GLTR,Manhattan,10024
57,WEST   82 STREET,6,GLTR,Manhattan,10024
59,WEST   82 STREET,3,ILSP,Manhattan,10024
101,WEST   82 STREET,7,QUPA,Manhattan,10024
109,WEST   82 STREET,8,STJA2,Manhattan,10024
119,WEST   82 STREET,17,STJA2,Manhattan,10024
127,WEST   82 STREET,6,TIAM,Manhattan,10024
133,WEST   82 STREET,13,QUPA,Manhattan,10024
111,WEST   82 STREET,15,STJA2,Manhattan,10024
123,WEST   82 STREET,9,TICO,Manhattan,10024
127,WEST   82 STREET,4,TITO,Manhattan,10024
137,WEST   82 STREET,10,STJA2,Manhattan,10024
139,WEST   82 STREET,5,STJA2,Manhattan,10024
153,WEST   82 STREET,15,STJA2,Manhattan,10024
165,WEST   82 STREET,7,GLTR,Manhattan,10024
461,AMSTERDAM AVENUE,5,PYCA,Manhattan,10024
139,WEST   82 STREET,13,STJA2,Manhattan,10024
151,WEST   82 STREET,14,STJA2,Manhattan,10024
159,WEST   82 STREET,12,STJA2,Manhattan,10024
165,WEST   82 STREET,11,GLTR,Manhattan,10024
101,WEST   81 STREET,7,QUPA,Manhattan,10024
101,WEST   81 STREET,7,QUPA,Manhattan,10024
101,WEST   81 STREET,6,QUPA,Manhattan,10024
121,WEST   81 STREET,7,ZESE,Manhattan,10024
101,WEST   81 STREET,2,QUPA,Manhattan,10024
101,WEST   81 STREET,6,QUPA,Manhattan,10024
117,WEST   81 STREET,9,FRPE,Manhattan,10024
125,WEST   81 STREET,7,GIBI,Manhattan,10024
137,WEST   81 STREET,8,TICO,Manhattan,10024
145,WEST   81 STREET,3,BE,Manhattan,10024
155,WEST   81 STREET,3,PRCE,Manhattan,10024
163,WEST   81 STREET,6,PLAC,Manhattan,10024
133,WEST   81 STREET,7,ZESE,Manhattan,10024
141,WEST   81 STREET,0,,Manhattan,10024
155,WEST   81 STREET,6,ZESE,Manhattan,10024
155,WEST   81 STREET,3,ZESE,Manhattan,10024
165,WEST   81 STREET,11,PLAC,Manhattan,10024
169,WEST   81 STREET,4,ULPA,Manhattan,10024
171,WEST   81 STREET,4,ZESE,Manhattan,10024
175,WEST   81 STREET,10,STJA2,Manhattan,10024
167,WEST   81 STREET,0,,Manhattan,10024
169,WEST   81 STREET,5,ULPA,Manhattan,10024
173,WEST   81 STREET,3,PYCA,Manhattan,10024
100,WEST   81 STREET,7,ZESE,Manhattan,10024
106,WEST   81 STREET,8,CABE,Manhattan,10024
112,WEST   81 STREET,4,UNK,Manhattan,10024
118,WEST   81 STREET,10,PLAC,Manhattan,10024
124,WEST   81 STREET,6,ULAM,Manhattan,10024
100,WEST   81 STREET,7,ZESE,Manhattan,10024
110,WEST   81 STREET,2,SYRE,Manhattan,10024
116,WEST   81 STREET,15,PYCA,Manhattan,10024
122,WEST   81 STREET,4,ULAM,Manhattan,10024
124,WEST   81 STREET,12,ULAM,Manhattan,10024
132,WEST   81 STREET,7,ZESE,Manhattan,10024
138,WEST   81 STREET,5,FRPE,Manhattan,10024
142,WEST   81 STREET,6,FRPE,Manhattan,10024
128,WEST   81 STREET,5,GIBI,Manhattan,10024
134,WEST   81 STREET,9,CEOC,Manhattan,10024
142,WEST   81 STREET,7,ZESE,Manhattan,10024
158,WEST   81 STREET,7,ZESE,Manhattan,10024
162,WEST   81 STREET,0,,Manhattan,10024
170,WEST   81 STREET,7,ZESE,Manhattan,10024
158,WEST   81 STREET,7,PYCA,Manhattan,10024
170,WEST   81 STREET,6,TICO,Manhattan,10024
172,WEST   81 STREET,7,ZESE,Manhattan,10024
226,WEST   78 STREET,15,TICO,Manhattan,10024
216,WEST   78 STREET,4,TADI,Manhattan,10024
216,WEST END AVENUE,9,TICO,Manhattan,10023
216,WEST   78 STREET,5,TADI,Manhattan,10024
232,WEST   78 STREET,12,PLAC,Manhattan,10024
236,WEST   78 STREET,10,PLAC,Manhattan,10024
2196,BROADWAY,4,GLTR,Manhattan,10024
226,WEST   78 STREET,12,FRPE,Manhattan,10024
127,WEST   77 STREET,17,FRPE,Manhattan,10024
123,WEST   77 STREET,10,PLAC,Manhattan,10024
119,WEST   77 STREET,12,PLAC,Manhattan,10024
113,WEST   77 STREET,12,PLAC,Manhattan,10024
129,WEST   77 STREET,10,PLAC,Manhattan,10024
117,WEST   77 STREET,12,PLAC,Manhattan,10024
109,WEST   77 STREET,13,PLAC,Manhattan,10024
580,COLUMBUS AVENUE,5,TITO,Manhattan,10024
580,COLUMBUS AVENUE,7,ZESE,Manhattan,10024
580,COLUMBUS AVENUE,10,ZESE,Manhattan,10024
103,WEST   88 STREET,3,TICO,Manhattan,10024
109,WEST   88 STREET,2,SYRE,Manhattan,10024
111,WEST   88 STREET,17,PLAC,Manhattan,10024
115,WEST   88 STREET,6,PYCA,Manhattan,10024
123,WEST   88 STREET,15,PLAC,Manhattan,10024
129,WEST   88 STREET,17,PLAC,Manhattan,10024
117,WEST   88 STREET,18,PLAC,Manhattan,10024
125,WEST   88 STREET,14,PLAC,Manhattan,10024
131,WEST   88 STREET,14,PLAC,Manhattan,10024
151,WEST   88 STREET,15,PLAC,Manhattan,10024
153,WEST   88 STREET,20,PLAC,Manhattan,10024
161,WEST   88 STREET,15,PLAC,Manhattan,10024
169,WEST   88 STREET,13,PLAC,Manhattan,10024
173,WEST   88 STREET,17,PLAC,Manhattan,10024
177,WEST   88 STREET,3,PYCA,Manhattan,10024
587,AMSTERDAM AVENUE,4,GLTR,Manhattan,10024
587,AMSTERDAM AVENUE,0,,Manhattan,10024
584,COLUMBUS AVENUE,13,ZESE,Manhattan,10024
586,COLUMBUS AVENUE,11,ZESE,Manhattan,10024
592,COLUMBUS AVENUE,11,ZESE,Manhattan,10024
593,COLUMBUS AVENUE,14,ZESE,Manhattan,10024
595,COLUMBUS AVENUE,6,ZESE,Manhattan,10024
595,COLUMBUS AVENUE,10,ZESE,Manhattan,10024
584,COLUMBUS AVENUE,12,ZESE,Manhattan,10024
590,COLUMBUS AVENUE,13,ZESE,Manhattan,10024
594,COLUMBUS AVENUE,12,ZESE,Manhattan,10024
595,COLUMBUS AVENUE,13,ZESE,Manhattan,10024
595,COLUMBUS AVENUE,12,ZESE,Manhattan,10024
100,WEST   88 STREET,3,TICO,Manhattan,10024
100,WEST   88 STREET,6,FRPE,Manhattan,10024
104,WEST   88 STREET,4,LIST,Manhattan,10024
116,WEST   88 STREET,18,PLAC,Manhattan,10024
128,WEST   88 STREET,13,PLAC,Manhattan,10024
136,WEST   88 STREET,18,PLAC,Manhattan,10024
146,WEST   88 STREET,4,TI,Manhattan,10024
152,WEST   88 STREET,18,PLAC,Manhattan,10024
114,WEST   88 STREET,9,GLTR,Manhattan,10024
122,WEST   88 STREET,18,PLAC,Manhattan,10024
134,WEST   88 STREET,14,PLAC,Manhattan,10024
142,WEST   88 STREET,14,PLAC,Manhattan,10024
148,WEST   88 STREET,11,PLAC,Manhattan,10024
154,WEST   88 STREET,16,PLAC,Manhattan,10024
164,WEST   88 STREET,17,PLAC,Manhattan,10024
188,WEST   88 STREET,17,QUPA,Manhattan,10024
158,WEST   88 STREET,17,PLAC,Manhattan,10024
166,WEST   88 STREET,7,GLTR,Manhattan,10024
188,WEST   88 STREET,14,QUPA,Manhattan,10024
188,WEST   88 STREET,14,QUPA,Manhattan,10024
188,WEST   88 STREET,17,QUPA,Manhattan,10024
188,WEST   88 STREET,14,QUPA,Manhattan,10024
9,WEST   73 STREET,8,ULAM,Manhattan,10023
15A,WEST   73 STREET,10,ULAM,Manhattan,10023
23,WEST   73 STREET,6,TICO,Manhattan,10023
23,WEST   73 STREET,6,QUPA,Manhattan,10023
7,WEST   73 STREET,6,FRPE,Manhattan,10023
11,WEST   73 STREET,3,UNK,Manhattan,10023
17,WEST   73 STREET,11,PLAC,Manhattan,10023
23,WEST   73 STREET,2,UNK,Manhattan,10023
23,WEST   73 STREET,8,ROPS,Manhattan,10023
43,WEST   73 STREET,12,PLAC,Manhattan,10023
49,WEST   73 STREET,13,PLAC,Manhattan,10023
23,WEST   73 STREET,12,ULAM,Manhattan,10023
45,WEST   73 STREET,16,FRPE,Manhattan,10023
53,WEST   73 STREET,10,TICO,Manhattan,10023
61,WEST   73 STREET,10,PLAC,Manhattan,10023
55,WEST   73 STREET,11,PLAC,Manhattan,10023
65,WEST   73 STREET,13,QUPH,Manhattan,10023
15,WEST   72 STREET,8,GIBI,Manhattan,10023
15,WEST   72 STREET,10,GIBI,Manhattan,10023
15,WEST   72 STREET,7,GIBI,Manhattan,10023
15,WEST   72 STREET,8,GIBI,Manhattan,10023
15,WEST   72 STREET,9,GIBI,Manhattan,10023
27,WEST   72 STREET,6,GLTR,Manhattan,10023
33,WEST   72 STREET,5,GLTR,Manhattan,10023
37,WEST   72 STREET,8,GLTR,Manhattan,10023
37,WEST   72 STREET,10,GLTR,Manhattan,10023
41,WEST   72 STREET,9,GLTR,Manhattan,10023
41,WEST   72 STREET,12,GLTR,Manhattan,10023
41,WEST   72 STREET,3,ROPS,Manhattan,10023
49,WEST   72 STREET,3,GLTR,Manhattan,10023
53,WEST   72 STREET,10,GLTR,Manhattan,10023
42,WEST   72 STREET,2,GLTR,Manhattan,10023
50,WEST   72 STREET,2,GLTR,Manhattan,10023
50,WEST   72 STREET,2,GLTR,Manhattan,10023
6,WEST   72 STREET,6,GIBI,Manhattan,10023
8,WEST   72 STREET,7,GIBI,Manhattan,10023
8,WEST   72 STREET,2,UNK,Manhattan,10023
8,WEST   72 STREET,8,GIBI,Manhattan,10023
8,WEST   72 STREET,4,GIBI,Manhattan,10023
39,WEST   71 STREET,8,TICO,Manhattan,10023
41,WEST   71 STREET,6,TICO,Manhattan,10023
41,WEST   71 STREET,8,TICO,Manhattan,10023
49,WEST   71 STREET,10,PLAC,Manhattan,10023
53,WEST   71 STREET,4,GLTR,Manhattan,10023
55,WEST   71 STREET,6,GIBI,Manhattan,10023
59,WEST   71 STREET,4,GIBI,Manhattan,10023
59,WEST   71 STREET,9,GIBI,Manhattan,10023
75,WEST   71 STREET,10,GLTR,Manhattan,10023
69,WEST   71 STREET,5,GIBI,Manhattan,10023
71,WEST   71 STREET,6,GIBI,Manhattan,10023
580,AMSTERDAM AVENUE,8,ZESE,Manhattan,10024
582,AMSTERDAM AVENUE,11,STJA2,Manhattan,10024
